date,order_id,region,category,product,quantity,revenue,cost,margin
2024-03-10,ORD-20240310-7894,Durban,Groceries,Coffee,1,106.6,66.69,39.91
2024-03-10,ORD-20240310-7908,Durban,Fashion,Sneakers,4,1710.69,982.69,728.0
2024-03-10,ORD-20240310-5337,Pretoria,Home,Sofa,2,9184.66,6850.57,2334.09
2024-03-10,ORD-20240310-7025,Pretoria,Electronics,Headphones,1,9130.87,4943.45,4187.42
2024-03-10,ORD-20240310-9054,Cape Town,Groceries,Milk,1,194.78,112.84,81.94
2024-03-10,ORD-20240310-4458,Pretoria,Electronics,Smartwatch,2,17311.93,11931.81,5380.12
2024-03-10,ORD-20240310-4496,Durban,Electronics,Headphones,2,16845.43,8985.83,7859.6
2024-03-10,ORD-20240310-6143,Johannesburg,Home,Chair,4,7801.52,5468.88,2332.64
2024-03-11,ORD-20240311-5778,Cape Town,Home,Chair,4,11348.47,7486.05,3862.42
2024-03-11,ORD-20240311-1653,Cape Town,Groceries,Coffee,4,930.02,587.09,342.93
2024-03-11,ORD-20240311-1442,Johannesburg,Fashion,Jeans,5,708.42,515.25,193.17
2024-03-11,ORD-20240311-9610,Johannesburg,Home,Lamp,1,5677.6,3199.0,2478.6
2024-03-11,ORD-20240311-8421,Durban,Electronics,Laptop,3,58254.08,37718.26,20535.82
2024-03-11,ORD-20240311-2849,Cape Town,Fashion,Jacket,4,6754.84,4478.9,2275.94
2024-03-11,ORD-20240311-8584,Cape Town,Home,Lamp,4,26012.59,19249.51,6763.08
2024-03-11,ORD-20240311-3509,Durban,Home,Sofa,1,1153.01,794.68,358.33
2024-03-11,ORD-20240311-2424,Cape Town,Fashion,Jacket,2,2629.3,1864.29,765.01
2024-03-11,ORD-20240311-8956,Johannesburg,Electronics,Headphones,3,36926.41,27235.85,9690.56
2024-03-12,ORD-20240312-2549,Pretoria,Home,Chair,5,39646.55,23874.14,15772.41
2024-03-12,ORD-20240312-3438,Cape Town,Groceries,Eggs,4,372.86,289.83,83.03
2024-03-12,ORD-20240312-4273,Cape Town,Electronics,Laptop,5,79206.67,43338.33,35868.34
2024-03-12,ORD-20240312-2564,Pretoria,Electronics,Headphones,1,4204.02,2784.34,1419.68
2024-03-12,ORD-20240312-1987,Johannesburg,Fashion,Sneakers,5,8889.75,6604.49,2285.26
2024-03-13,ORD-20240313-8430,Durban,Electronics,Phone,1,10802.71,6760.71,4042.0
2024-03-13,ORD-20240313-4112,Johannesburg,Groceries,Eggs,4,1197.67,729.21,468.46
2024-03-13,ORD-20240313-3051,Johannesburg,Groceries,Milk,5,426.47,261.93,164.54
2024-03-13,ORD-20240313-4696,Cape Town,Fashion,T-shirt,2,3099.79,1860.16,1239.63
2024-03-13,ORD-20240313-1170,Johannesburg,Electronics,Smartwatch,4,61614.38,36077.7,25536.68
2024-03-13,ORD-20240313-6407,Durban,Fashion,Jeans,1,124.95,98.16,26.79
2024-03-13,ORD-20240313-7534,Durban,Home,Table,2,14688.11,11430.4,3257.71
2024-03-13,ORD-20240313-3318,Pretoria,Fashion,T-shirt,5,6704.78,4409.96,2294.82
2024-03-14,ORD-20240314-2002,Pretoria,Groceries,Milk,4,431.26,249.4,181.86
2024-03-14,ORD-20240314-4345,Pretoria,Electronics,Headphones,3,8617.64,4792.15,3825.49
2024-03-14,ORD-20240314-3718,Durban,Groceries,Eggs,4,304.17,173.39,130.78
2024-03-14,ORD-20240314-7160,Pretoria,Home,Table,2,3432.5,1784.07,1648.43
2024-03-14,ORD-20240314-5087,Pretoria,Electronics,Headphones,3,12768.77,6419.45,6349.32
2024-03-14,ORD-20240314-9976,Cape Town,Groceries,Bread,4,428.87,268.96,159.91
2024-03-14,ORD-20240314-5784,Durban,Home,Chair,4,15729.75,9447.31,6282.44
2024-03-14,ORD-20240314-8246,Cape Town,Groceries,Eggs,5,686.91,443.25,243.66
2024-03-14,ORD-20240314-7423,Johannesburg,Home,Chair,3,14989.03,8057.29,6931.74
2024-03-14,ORD-20240314-6981,Durban,Home,Lamp,4,20412.5,13673.14,6739.36
2024-03-15,ORD-20240315-3027,Cape Town,Electronics,Headphones,2,28449.57,20741.83,7707.74
2024-03-15,ORD-20240315-7585,Pretoria,Groceries,Eggs,1,161.32,81.25,80.07
2024-03-15,ORD-20240315-6941,Cape Town,Groceries,Eggs,3,152.95,119.29,33.66
2024-03-15,ORD-20240315-3212,Pretoria,Fashion,Jacket,4,4638.09,3480.68,1157.41
2024-03-15,ORD-20240315-4942,Johannesburg,Home,Table,1,1578.43,1137.7,440.73
2024-03-15,ORD-20240315-3722,Pretoria,Electronics,Phone,4,60980.8,31677.35,29303.45
2024-03-15,ORD-20240315-3835,Cape Town,Groceries,Coffee,5,637.14,363.02,274.12
2024-03-16,ORD-20240316-1904,Johannesburg,Electronics,Headphones,1,13576.8,9320.85,4255.95
2024-03-16,ORD-20240316-4186,Johannesburg,Fashion,Sneakers,1,791.75,581.31,210.44
2024-03-16,ORD-20240316-2316,Durban,Fashion,T-shirt,1,978.43,565.11,413.32
2024-03-16,ORD-20240316-3224,Durban,Fashion,Sneakers,5,8280.86,4608.46,3672.4
2024-03-16,ORD-20240316-7428,Pretoria,Groceries,Bread,4,677.21,515.48,161.73
2024-03-16,ORD-20240316-4603,Cape Town,Groceries,Bread,5,214.37,113.14,101.23
2024-03-17,ORD-20240317-2688,Johannesburg,Groceries,Milk,2,154.05,95.95,58.1
2024-03-17,ORD-20240317-6630,Pretoria,Groceries,Coffee,3,746.38,558.51,187.87
2024-03-17,ORD-20240317-5808,Pretoria,Groceries,Bread,3,332.41,193.44,138.97
2024-03-17,ORD-20240317-5407,Durban,Home,Chair,5,14080.76,8830.84,5249.92
2024-03-17,ORD-20240317-2424,Johannesburg,Fashion,Sneakers,3,570.18,344.65,225.53
2024-03-17,ORD-20240317-7651,Cape Town,Electronics,Smartwatch,2,32848.32,25557.4,7290.92
2024-03-17,ORD-20240317-9492,Durban,Electronics,Phone,4,50469.64,37633.96,12835.68
2024-03-17,ORD-20240317-8724,Johannesburg,Home,Chair,1,2255.97,1676.8,579.17
2024-03-18,ORD-20240318-8018,Cape Town,Fashion,Jacket,5,2533.56,1593.39,940.17
2024-03-18,ORD-20240318-6114,Cape Town,Electronics,Headphones,1,14317.45,10612.28,3705.17
2024-03-18,ORD-20240318-1341,Durban,Groceries,Bread,4,1050.8,585.69,465.11
2024-03-18,ORD-20240318-5411,Pretoria,Home,Chair,5,25145.68,13442.72,11702.96
2024-03-18,ORD-20240318-4443,Pretoria,Fashion,T-shirt,2,2080.1,1437.76,642.34
2024-03-18,ORD-20240318-2386,Johannesburg,Electronics,Phone,2,13880.28,9740.08,4140.2
2024-03-18,ORD-20240318-2426,Pretoria,Groceries,Milk,5,1023.93,605.43,418.5
2024-03-19,ORD-20240319-7250,Pretoria,Home,Lamp,2,4406.03,3487.06,918.97
2024-03-19,ORD-20240319-3118,Cape Town,Fashion,Sneakers,5,2031.67,1162.2,869.47
2024-03-19,ORD-20240319-5796,Pretoria,Fashion,Jeans,2,1164.27,737.08,427.19
2024-03-19,ORD-20240319-4911,Johannesburg,Home,Lamp,2,3819.51,2175.04,1644.47
2024-03-19,ORD-20240319-4249,Pretoria,Fashion,Jacket,2,1235.41,760.89,474.52
2024-03-19,ORD-20240319-6754,Pretoria,Fashion,Sneakers,1,1401.19,745.41,655.78
2024-03-19,ORD-20240319-8955,Cape Town,Fashion,Sneakers,3,474.45,363.41,111.04
2024-03-20,ORD-20240320-4465,Pretoria,Groceries,Bread,2,436.24,259.43,176.81
2024-03-20,ORD-20240320-3695,Durban,Fashion,Jeans,5,4790.32,3537.42,1252.9
2024-03-20,ORD-20240320-6304,Durban,Home,Table,4,2483.5,1627.62,855.88
2024-03-20,ORD-20240320-5468,Johannesburg,Groceries,Eggs,3,583.75,421.43,162.32
2024-03-20,ORD-20240320-9331,Johannesburg,Fashion,Sneakers,1,1482.54,794.59,687.95
2024-03-20,ORD-20240320-4964,Johannesburg,Electronics,Phone,4,67840.71,37285.77,30554.94
2024-03-20,ORD-20240320-2614,Johannesburg,Electronics,Phone,5,20952.45,16467.15,4485.3
2024-03-20,ORD-20240320-2766,Durban,Electronics,Phone,2,30073.24,17322.91,12750.33
2024-03-21,ORD-20240321-1596,Johannesburg,Groceries,Bread,5,174.48,132.92,41.56
2024-03-21,ORD-20240321-5230,Johannesburg,Electronics,Smartwatch,5,97734.31,70591.97,27142.34
2024-03-21,ORD-20240321-8093,Johannesburg,Groceries,Eggs,2,539.06,315.66,223.4
2024-03-21,ORD-20240321-2185,Johannesburg,Fashion,T-shirt,1,421.19,231.15,190.04
2024-03-21,ORD-20240321-8732,Pretoria,Home,Sofa,2,13304.77,10077.15,3227.62
2024-03-21,ORD-20240321-6013,Durban,Groceries,Coffee,2,126.31,79.61,46.7
2024-03-21,ORD-20240321-7816,Cape Town,Fashion,Jeans,2,244.86,164.96,79.9
2024-03-22,ORD-20240322-4484,Johannesburg,Fashion,Sneakers,2,1836.34,1409.9,426.44
2024-03-22,ORD-20240322-9104,Cape Town,Electronics,Phone,5,23315.04,17338.9,5976.14
2024-03-22,ORD-20240322-1031,Durban,Fashion,Sneakers,4,835.45,570.87,264.58
2024-03-22,ORD-20240322-2619,Cape Town,Electronics,Laptop,5,51205.39,31863.15,19342.24
2024-03-22,ORD-20240322-7553,Johannesburg,Groceries,Coffee,4,808.22,501.92,306.3
2024-03-22,ORD-20240322-8662,Johannesburg,Fashion,Sneakers,2,2305.95,1754.52,551.43
2024-03-22,ORD-20240322-9323,Durban,Home,Lamp,4,5482.86,3009.51,2473.35
2024-03-22,ORD-20240322-6572,Durban,Fashion,Jacket,1,1115.34,639.71,475.63
2024-03-22,ORD-20240322-9275,Johannesburg,Fashion,Sneakers,2,2431.93,1861.7,570.23
2024-03-23,ORD-20240323-8188,Pretoria,Fashion,Jacket,1,1508.15,803.62,704.53
2024-03-23,ORD-20240323-8167,Cape Town,Electronics,Phone,5,18612.76,11835.94,6776.82
2024-03-23,ORD-20240323-2277,Johannesburg,Electronics,Smartwatch,5,11461.71,6243.13,5218.58
2024-03-23,ORD-20240323-6862,Pretoria,Fashion,T-shirt,2,3207.23,1682.91,1524.32
2024-03-23,ORD-20240323-7409,Pretoria,Fashion,Jeans,4,4750.37,2556.52,2193.85
2024-03-24,ORD-20240324-7415,Durban,Electronics,Phone,5,89876.1,57145.99,32730.11
2024-03-24,ORD-20240324-2493,Johannesburg,Electronics,Headphones,1,16259.71,9737.28,6522.43
2024-03-24,ORD-20240324-8865,Durban,Home,Sofa,5,33725.34,21252.02,12473.32
2024-03-24,ORD-20240324-6945,Cape Town,Home,Table,4,29859.45,15942.48,13916.97
2024-03-24,ORD-20240324-6294,Pretoria,Groceries,Bread,1,280.45,156.25,124.2
2024-03-25,ORD-20240325-6500,Johannesburg,Fashion,Jacket,3,4420.86,3323.03,1097.83
2024-03-25,ORD-20240325-3487,Durban,Electronics,Headphones,5,33712.57,23685.48,10027.09
2024-03-25,ORD-20240325-6603,Pretoria,Fashion,T-shirt,4,7185.62,4471.75,2713.87
2024-03-25,ORD-20240325-6499,Pretoria,Home,Chair,2,13763.83,6992.5,6771.33
2024-03-25,ORD-20240325-9504,Durban,Groceries,Coffee,3,322.51,222.64,99.87
2024-03-25,ORD-20240325-7864,Pretoria,Home,Table,2,8220.7,5463.62,2757.08
2024-03-25,ORD-20240325-3042,Pretoria,Home,Chair,3,23139.29,17667.56,5471.73
2024-03-26,ORD-20240326-4719,Durban,Electronics,Laptop,5,73778.35,39500.1,34278.25
2024-03-26,ORD-20240326-4438,Cape Town,Fashion,Jeans,1,1587.83,836.98,750.85
2024-03-26,ORD-20240326-4704,Durban,Fashion,Jeans,3,655.29,441.26,214.03
2024-03-26,ORD-20240326-7995,Durban,Home,Sofa,5,8912.13,4846.03,4066.1
2024-03-26,ORD-20240326-6848,Johannesburg,Groceries,Bread,1,53.27,30.58,22.69
2024-03-26,ORD-20240326-1279,Pretoria,Home,Lamp,1,3077.12,2261.26,815.86
2024-03-27,ORD-20240327-6240,Pretoria,Groceries,Coffee,5,793.68,494.15,299.53
2024-03-27,ORD-20240327-9637,Durban,Electronics,Headphones,4,30635.99,20630.46,10005.53
2024-03-27,ORD-20240327-3508,Johannesburg,Groceries,Milk,5,1327.03,1050.84,276.19
2024-03-27,ORD-20240327-4046,Durban,Electronics,Laptop,1,14031.4,10689.29,3342.11
2024-03-27,ORD-20240327-5523,Pretoria,Electronics,Phone,4,67366.53,50882.98,16483.55
2024-03-27,ORD-20240327-1750,Durban,Home,Sofa,1,350.56,186.36,164.2
2024-03-27,ORD-20240327-4696,Durban,Home,Sofa,2,10105.4,7130.45,2974.95
2024-03-27,ORD-20240327-8651,Durban,Groceries,Coffee,2,92.98,63.22,29.76
2024-03-27,ORD-20240327-7862,Johannesburg,Fashion,T-shirt,4,1576.7,1004.4,572.3
2024-03-27,ORD-20240327-8165,Pretoria,Electronics,Laptop,1,17720.75,13196.66,4524.09
2024-03-27,ORD-20240327-2033,Pretoria,Electronics,Laptop,1,5061.5,3140.32,1921.18
2024-03-28,ORD-20240328-6746,Durban,Fashion,T-shirt,3,2141.28,1098.56,1042.72
2024-03-28,ORD-20240328-2658,Pretoria,Home,Table,3,16616.82,10066.1,6550.72
2024-03-28,ORD-20240328-1072,Pretoria,Fashion,Jacket,3,3320.35,1978.88,1341.47
2024-03-28,ORD-20240328-8095,Pretoria,Home,Table,3,2450.83,1889.21,561.62
2024-03-28,ORD-20240328-6024,Johannesburg,Groceries,Coffee,4,426.88,240.44,186.44
2024-03-28,ORD-20240328-9703,Durban,Groceries,Milk,3,777.48,459.41,318.07
2024-03-28,ORD-20240328-1893,Pretoria,Fashion,Jeans,4,2398.48,1619.51,778.97
2024-03-29,ORD-20240329-6537,Johannesburg,Groceries,Eggs,2,375.7,265.52,110.18
2024-03-29,ORD-20240329-1203,Pretoria,Electronics,Phone,1,18805.33,10413.14,8392.19
2024-03-29,ORD-20240329-7450,Durban,Home,Lamp,2,4360.66,3229.47,1131.19
2024-03-29,ORD-20240329-3236,Johannesburg,Fashion,Jeans,1,547.76,320.16,227.6
2024-03-29,ORD-20240329-2086,Johannesburg,Electronics,Phone,3,2780.44,2095.57,684.87
2024-03-30,ORD-20240330-2968,Cape Town,Groceries,Milk,1,94.31,51.83,42.48
2024-03-30,ORD-20240330-8404,Cape Town,Home,Sofa,4,3500.6,2561.57,939.03
2024-03-30,ORD-20240330-4290,Johannesburg,Fashion,T-shirt,1,1169.66,847.68,321.98
2024-03-30,ORD-20240330-9712,Johannesburg,Groceries,Milk,2,416.98,320.88,96.1
2024-03-30,ORD-20240330-5669,Durban,Home,Lamp,5,14437.0,10644.65,3792.35
2024-03-30,ORD-20240330-6910,Pretoria,Home,Lamp,3,17975.24,12750.8,5224.44
2024-03-30,ORD-20240330-2432,Pretoria,Electronics,Phone,3,51969.33,39553.73,12415.6
2024-03-30,ORD-20240330-9562,Pretoria,Fashion,Jacket,2,3152.74,2495.09,657.65
2024-03-30,ORD-20240330-7630,Durban,Groceries,Coffee,1,65.28,38.16,27.12
2024-03-31,ORD-20240331-8398,Durban,Fashion,T-shirt,2,3464.08,2558.47,905.61
2024-03-31,ORD-20240331-1322,Pretoria,Groceries,Coffee,5,213.79,153.94,59.85
2024-03-31,ORD-20240331-2310,Cape Town,Electronics,Smartwatch,5,13525.56,10761.9,2763.66
2024-03-31,ORD-20240331-8991,Johannesburg,Electronics,Headphones,3,21415.95,15187.67,6228.28
2024-03-31,ORD-20240331-1239,Durban,Home,Sofa,5,7834.01,5458.69,2375.32
2024-03-31,ORD-20240331-8319,Durban,Electronics,Phone,1,10442.35,6904.08,3538.27
2024-04-01,ORD-20240401-1078,Durban,Groceries,Bread,1,71.28,47.38,23.9
2024-04-01,ORD-20240401-4457,Cape Town,Home,Sofa,2,11853.92,8477.18,3376.74
2024-04-01,ORD-20240401-5855,Johannesburg,Home,Chair,4,2117.24,1247.5,869.74
2024-04-01,ORD-20240401-3498,Durban,Home,Chair,3,18639.3,10518.82,8120.48
2024-04-01,ORD-20240401-2393,Pretoria,Fashion,Jacket,5,2716.53,2021.53,695.0
2024-04-01,ORD-20240401-8099,Johannesburg,Groceries,Bread,5,326.71,234.5,92.21
2024-04-01,ORD-20240401-9869,Pretoria,Electronics,Smartwatch,3,40357.62,20350.68,20006.94
2024-04-02,ORD-20240402-6097,Pretoria,Fashion,Jacket,2,3197.25,2543.9,653.35
2024-04-02,ORD-20240402-1167,Pretoria,Groceries,Eggs,4,876.02,515.81,360.21
2024-04-02,ORD-20240402-9164,Durban,Fashion,T-shirt,2,2315.32,1396.1,919.22
2024-04-02,ORD-20240402-5765,Johannesburg,Fashion,Sneakers,3,2835.49,2165.06,670.43
2024-04-02,ORD-20240402-3327,Pretoria,Home,Table,4,23238.32,18344.93,4893.39
2024-04-03,ORD-20240403-7094,Durban,Fashion,T-shirt,5,3936.57,2563.82,1372.75
2024-04-03,ORD-20240403-2815,Cape Town,Groceries,Eggs,3,583.69,293.36,290.33
2024-04-03,ORD-20240403-6259,Pretoria,Home,Table,2,13712.69,7541.77,6170.92
2024-04-03,ORD-20240403-1193,Durban,Fashion,Sneakers,2,374.95,251.7,123.25
2024-04-03,ORD-20240403-7731,Pretoria,Fashion,Sneakers,2,2599.0,1645.57,953.43
2024-04-03,ORD-20240403-3896,Durban,Fashion,Sneakers,3,1372.72,780.81,591.91
2024-04-03,ORD-20240403-6443,Pretoria,Home,Sofa,4,27840.59,14060.8,13779.79
2024-04-03,ORD-20240403-3473,Johannesburg,Groceries,Milk,3,75.79,39.59,36.2
2024-04-03,ORD-20240403-2989,Durban,Home,Table,4,29730.4,20578.54,9151.86
2024-04-04,ORD-20240404-1104,Pretoria,Electronics,Laptop,3,55482.23,32006.2,23476.03
2024-04-04,ORD-20240404-8782,Johannesburg,Home,Chair,4,25210.48,19623.2,5587.28
2024-04-04,ORD-20240404-2465,Cape Town,Electronics,Phone,2,23294.88,15384.4,7910.48
2024-04-04,ORD-20240404-3220,Cape Town,Groceries,Bread,1,81.19,42.94,38.25
2024-04-04,ORD-20240404-9755,Durban,Groceries,Bread,5,1054.44,597.45,456.99
2024-04-04,ORD-20240404-4606,Pretoria,Fashion,Jeans,2,602.99,385.14,217.85
2024-04-04,ORD-20240404-4332,Cape Town,Fashion,Jeans,3,2369.08,1572.95,796.13
2024-04-05,ORD-20240405-3436,Cape Town,Home,Chair,5,3791.74,2244.49,1547.25
2024-04-05,ORD-20240405-5829,Johannesburg,Groceries,Bread,4,824.54,475.45,349.09
2024-04-05,ORD-20240405-8699,Johannesburg,Groceries,Coffee,3,760.68,531.75,228.93
2024-04-05,ORD-20240405-5120,Johannesburg,Home,Chair,1,1780.97,1363.49,417.48
2024-04-05,ORD-20240405-6876,Cape Town,Fashion,Jacket,2,3461.22,2303.28,1157.94
2024-04-05,ORD-20240405-9863,Cape Town,Electronics,Smartwatch,4,6882.04,4907.12,1974.92
2024-04-05,ORD-20240405-2037,Durban,Groceries,Eggs,4,998.86,788.28,210.58
2024-04-05,ORD-20240405-5320,Johannesburg,Home,Chair,3,6945.61,4443.29,2502.32
2024-04-06,ORD-20240406-5212,Durban,Electronics,Phone,3,18842.26,13082.99,5759.27
2024-04-06,ORD-20240406-2485,Pretoria,Fashion,Jeans,4,3405.29,1894.72,1510.57
2024-04-06,ORD-20240406-2957,Pretoria,Groceries,Coffee,1,64.12,32.33,31.79
2024-04-06,ORD-20240406-8536,Pretoria,Home,Lamp,2,13726.04,8353.2,5372.84
2024-04-06,ORD-20240406-9772,Johannesburg,Home,Chair,5,19133.18,14169.08,4964.1
2024-04-07,ORD-20240407-6715,Durban,Groceries,Milk,5,1260.81,909.33,351.48
2024-04-07,ORD-20240407-7784,Cape Town,Electronics,Headphones,1,10470.59,6343.25,4127.34
2024-04-07,ORD-20240407-9485,Durban,Fashion,Jeans,4,3919.05,2771.49,1147.56
2024-04-07,ORD-20240407-8402,Cape Town,Electronics,Headphones,1,5008.9,2638.98,2369.92
2024-04-07,ORD-20240407-5440,Durban,Groceries,Coffee,5,552.79,378.5,174.29
2024-04-07,ORD-20240407-6455,Cape Town,Home,Lamp,5,30431.32,16102.4,14328.92
2024-04-07,ORD-20240407-1801,Cape Town,Home,Table,5,25324.98,13005.12,12319.86
2024-04-08,ORD-20240408-7781,Cape Town,Electronics,Headphones,1,4348.02,2879.38,1468.64
2024-04-08,ORD-20240408-8751,Durban,Groceries,Milk,5,868.83,441.69,427.14
2024-04-08,ORD-20240408-4859,Pretoria,Fashion,Jeans,5,5579.27,3493.84,2085.43
2024-04-08,ORD-20240408-5672,Durban,Groceries,Coffee,5,1267.04,864.98,402.06
2024-04-08,ORD-20240408-5262,Durban,Home,Table,2,14136.31,10259.04,3877.27
2024-04-08,ORD-20240408-6099,Johannesburg,Groceries,Milk,2,91.7,60.25,31.45
2024-04-08,ORD-20240408-7000,Johannesburg,Fashion,Sneakers,3,2457.2,1322.47,1134.73
2024-04-09,ORD-20240409-5691,Cape Town,Fashion,Jacket,1,1071.75,577.93,493.82
2024-04-09,ORD-20240409-6832,Durban,Home,Chair,2,9248.5,5999.26,3249.24
2024-04-09,ORD-20240409-6563,Johannesburg,Home,Table,1,4456.92,3083.68,1373.24
2024-04-09,ORD-20240409-5576,Pretoria,Home,Table,2,13405.64,7954.88,5450.76
2024-04-09,ORD-20240409-3381,Durban,Fashion,T-shirt,5,3279.57,2158.02,1121.55
2024-04-09,ORD-20240409-6343,Johannesburg,Groceries,Milk,2,557.91,380.25,177.66
2024-04-10,ORD-20240410-9901,Johannesburg,Groceries,Bread,2,314.9,162.04,152.86
2024-04-10,ORD-20240410-2746,Pretoria,Electronics,Phone,4,6206.65,4926.23,1280.42
2024-04-10,ORD-20240410-2067,Cape Town,Home,Chair,4,29255.41,16190.5,13064.91
2024-04-10,ORD-20240410-7328,Cape Town,Groceries,Bread,2,291.34,221.1,70.24
2024-04-10,ORD-20240410-9368,Durban,Electronics,Headphones,3,48905.68,34676.78,14228.9
2024-04-10,ORD-20240410-4951,Pretoria,Fashion,Sneakers,2,1500.13,959.99,540.14
2024-04-10,ORD-20240410-5757,Pretoria,Fashion,Jacket,4,1440.83,803.24,637.59
2024-04-10,ORD-20240410-9576,Cape Town,Fashion,Sneakers,3,2408.02,1611.14,796.88
2024-04-10,ORD-20240410-9414,Pretoria,Groceries,Milk,3,165.33,105.38,59.95
2024-04-11,ORD-20240411-3682,Durban,Fashion,Jacket,3,2977.44,2302.08,675.36
2024-04-11,ORD-20240411-3729,Pretoria,Groceries,Coffee,2,544.18,382.96,161.22
2024-04-11,ORD-20240411-2380,Johannesburg,Fashion,Sneakers,2,978.3,506.99,471.31
2024-04-11,ORD-20240411-7260,Pretoria,Groceries,Coffee,2,565.74,365.1,200.64
2024-04-11,ORD-20240411-4702,Cape Town,Fashion,Jacket,3,4192.48,2214.06,1978.42
2024-04-11,ORD-20240411-2095,Pretoria,Groceries,Eggs,4,399.32,241.48,157.84
2024-04-11,ORD-20240411-4089,Johannesburg,Groceries,Bread,2,280.32,155.91,124.41
2024-04-11,ORD-20240411-8771,Pretoria,Fashion,Jacket,5,2270.07,1571.59,698.48
2024-04-11,ORD-20240411-5594,Pretoria,Electronics,Phone,4,21783.26,12405.57,9377.69
2024-04-11,ORD-20240411-7673,Cape Town,Fashion,Jacket,1,1217.96,791.54,426.42
2024-04-11,ORD-20240411-8200,Johannesburg,Fashion,T-shirt,4,6349.21,4930.64,1418.57
2024-04-12,ORD-20240412-2486,Pretoria,Home,Table,5,31171.41,20529.74,10641.67
2024-04-12,ORD-20240412-8488,Pretoria,Groceries,Eggs,2,168.34,98.53,69.81
2024-04-12,ORD-20240412-1338,Johannesburg,Groceries,Coffee,2,150.51,80.81,69.7
2024-04-12,ORD-20240412-5643,Pretoria,Fashion,T-shirt,1,726.28,531.86,194.42
2024-04-12,ORD-20240412-9107,Johannesburg,Home,Sofa,1,6590.36,5024.25,1566.11
2024-04-12,ORD-20240412-6435,Pretoria,Electronics,Smartwatch,1,5604.09,3900.19,1703.9
2024-04-12,ORD-20240412-5398,Cape Town,Fashion,Jacket,3,560.16,415.67,144.49
2024-04-13,ORD-20240413-8033,Johannesburg,Groceries,Eggs,5,601.24,307.4,293.84
2024-04-13,ORD-20240413-1534,Durban,Electronics,Laptop,2,29671.77,16883.06,12788.71
2024-04-13,ORD-20240413-6937,Johannesburg,Fashion,Jacket,3,4783.5,3428.76,1354.74
2024-04-13,ORD-20240413-7883,Johannesburg,Groceries,Eggs,3,560.92,435.48,125.44
2024-04-13,ORD-20240413-5555,Pretoria,Home,Sofa,2,13636.09,9818.51,3817.58
2024-04-13,ORD-20240413-9174,Pretoria,Electronics,Headphones,2,19562.54,15144.14,4418.4
2024-04-13,ORD-20240413-9695,Durban,Electronics,Phone,5,16401.77,10632.96,5768.81
2024-04-13,ORD-20240413-5854,Cape Town,Fashion,Jeans,3,914.56,534.55,380.01
2024-04-13,ORD-20240413-6697,Cape Town,Home,Chair,5,9830.31,5369.8,4460.51
2024-04-13,ORD-20240413-1781,Durban,Home,Chair,5,36137.22,20616.51,15520.71
2024-04-14,ORD-20240414-2933,Durban,Home,Sofa,4,26527.23,15233.72,11293.51
2024-04-14,ORD-20240414-9468,Johannesburg,Electronics,Laptop,4,32036.53,16457.78,15578.75
2024-04-14,ORD-20240414-6893,Pretoria,Electronics,Headphones,1,3920.31,2366.75,1553.56
2024-04-14,ORD-20240414-7191,Cape Town,Fashion,Jacket,1,512.86,276.64,236.22
2024-04-14,ORD-20240414-7238,Pretoria,Electronics,Headphones,1,2825.43,2193.43,632.0
2024-04-14,ORD-20240414-8437,Durban,Electronics,Smartwatch,4,39452.49,30226.76,9225.73
2024-04-14,ORD-20240414-9589,Cape Town,Electronics,Headphones,1,11599.7,7811.32,3788.38
2024-04-14,ORD-20240414-5835,Pretoria,Electronics,Smartwatch,3,50487.69,28547.09,21940.6
2024-04-15,ORD-20240415-5096,Cape Town,Fashion,T-shirt,3,2930.74,1850.21,1080.53
2024-04-15,ORD-20240415-8656,Durban,Fashion,Sneakers,1,662.12,372.72,289.4
2024-04-15,ORD-20240415-4353,Pretoria,Groceries,Coffee,2,501.92,263.15,238.77
2024-04-15,ORD-20240415-4642,Johannesburg,Home,Chair,1,1080.46,610.34,470.12
2024-04-15,ORD-20240415-8883,Johannesburg,Fashion,T-shirt,5,6285.88,3848.13,2437.75
2024-04-15,ORD-20240415-7602,Johannesburg,Fashion,Jeans,2,1392.79,1010.44,382.35
2024-04-15,ORD-20240415-2221,Cape Town,Home,Table,3,23685.21,18866.07,4819.14
2024-04-15,ORD-20240415-2776,Durban,Groceries,Eggs,1,242.89,193.26,49.63
2024-04-15,ORD-20240415-6296,Durban,Fashion,Sneakers,2,1544.3,1092.5,451.8
2024-04-16,ORD-20240416-4832,Cape Town,Home,Table,3,23154.4,13272.52,9881.88
2024-04-16,ORD-20240416-9669,Durban,Electronics,Laptop,3,7034.16,5004.14,2030.02
2024-04-16,ORD-20240416-6910,Johannesburg,Electronics,Phone,4,59363.9,42826.43,16537.47
2024-04-16,ORD-20240416-9435,Johannesburg,Electronics,Laptop,3,35124.03,17748.75,17375.28
2024-04-16,ORD-20240416-3090,Cape Town,Groceries,Milk,3,85.35,50.56,34.79
2024-04-16,ORD-20240416-4875,Cape Town,Electronics,Smartwatch,1,9688.59,7183.2,2505.39
2024-04-16,ORD-20240416-4034,Johannesburg,Home,Chair,1,1621.33,943.96,677.37
2024-04-16,ORD-20240416-7519,Pretoria,Electronics,Phone,1,3243.08,2220.5,1022.58
2024-04-16,ORD-20240416-3066,Durban,Groceries,Bread,4,525.62,282.1,243.52
